name,year,citationcount,affiliation,paperID
Michael Raschke,2017,252,"Univ Stuttgart, Stuttgart, Germany",5a4aef6f17c44a2190f78455
Michael Burch,2017,252,"Univ Stuttgart, Stuttgart, Germany",5a4aef6f17c44a2190f78455
Daniel Weiskopf,2017,252,"Univ Stuttgart, Stuttgart, Germany",5a4aef6f17c44a2190f78455
Thomas Ertl,2017,252,"Univ Stuttgart, Stuttgart, Germany",5a4aef6f17c44a2190f78455
Christin Schätzle,2017,11,,5a73cb7117c44a0b303593c7
Michael Hund,2017,11,,5a73cb7117c44a0b303593c7
Frederik Dennig,2017,11,,5a73cb7117c44a0b303593c7
Miriam Butt,2017,11,,5a73cb7117c44a0b303593c7
Daniel A. Keim,2017,11,,5a73cb7117c44a0b303593c7
Valentin Bruder,2017,10,Corresponding author.,5a73cbcc17c44a0b3035f831
Steffen Frey,2017,10,University of StuttgartGermany,5a73cbcc17c44a0b3035f831
Thomas Ertl,2017,10,University of StuttgartGermany,5a73cbcc17c44a0b3035f831
Guodao Sun,2018,12,"Zhejiang University of Technology, Hangzhou, China",5a9cb65217c44a376ffb6f5b
Tan Tang,2018,12,"Zhejiang University, Hangzhou, China",5a9cb65217c44a376ffb6f5b
Tai-Quan Peng,2018,12,"Michigan State University, MI, USA",5a9cb65217c44a376ffb6f5b
Ronghua Liang,2018,12,"Zhejiang Univ Technol, Coll Informat Engieering, 288 Liuhe Rd, Hangzhou, Zhejiang, Peoples R China",5a9cb65217c44a376ffb6f5b
Yingcai Wu,2018,12,"Zhejiang University, Hangzhou, China",5a9cb65217c44a376ffb6f5b
Houssem Ben Lahmar,2018,6,IPVS,5ac1822817c44a1fda91247e
Melanie Herschel,2018,6,UniversitäStuttgart,5ac1822817c44a1fda91247e
Michael Blumenschein,2018,6,University of Konstanz,5ac1822817c44a1fda91247e
Daniel A. Keim,2018,6,,5ac1822817c44a1fda91247e
Florian Haag,2016,0,"Univ Stuttgart, Inst Visualizat & Interact Syst, Univ Str 38, D-70569 Stuttgart, Germany",5ac1824c17c44a1fda9135c6
Robert Krüger,2016,0,"Univ Stuttgart, Inst Visualizat & Interact Syst, Univ Str 38, D-70569 Stuttgart, Germany",5ac1824c17c44a1fda9135c6
Thomas Ertl,2016,0,"Univ Stuttgart, Inst Visualizat & Interact Syst, Univ Str 38, D-70569 Stuttgart, Germany",5ac1824c17c44a1fda9135c6
Markus John,2016,7,"Univ Stuttgart, Inst Visualizat & Interact Syst VIS, Univ Str 38, D-70569 Stuttgart, Germany",5ac1824c17c44a1fda9135c9
Steffen Lohmann,2016,7,"Fraunhofer Inst Intelligent Anal & Informat Syst, D-53757 Schloss Birlinghoven, Sankt Augustin, Germany",5ac1824c17c44a1fda9135c9
Steffen Koch,2016,7,"Univ Stuttgart, Inst Visualizat & Interact Syst VIS, Univ Str 38, D-70569 Stuttgart, Germany",5ac1824c17c44a1fda9135c9
Michael Wörner,2016,7,"Univ Stuttgart, Inst Visualizat & Interact Syst VIS, Univ Str 38, D-70569 Stuttgart, Germany",5ac1824c17c44a1fda9135c9
Thomas Ertl,2016,7,"Univ Stuttgart, Inst Visualizat & Interact Syst VIS, Univ Str 38, D-70569 Stuttgart, Germany",5ac1824c17c44a1fda9135c9
Jaegul Choo,2018,8,"Korea University, Seoul, South Korea#TAB#",5ac1826c17c44a1fda915027
Hannah Kim,2018,8,"Georgia Institute of Technology, Atlanta, GA#TAB#",5ac1826c17c44a1fda915027
Edward Clarkson,2018,8,"Georgia Tech Research Institute, Atlanta, GA#TAB#",5ac1826c17c44a1fda915027
Zhicheng Liu,2018,8,"Adobe Research, Seattle, WA#TAB#",5ac1826c17c44a1fda915027
Changhyun Lee,2018,8,"Google Inc., Mountain View, CA#TAB#",5ac1826c17c44a1fda915027
Fuxin Li,2018,8,"Oregon State University, Corvallis, OR#TAB#",5ac1826c17c44a1fda915027
Hanseung Lee,2018,8,"Google Inc., Mountain View, CA#TAB#",5ac1826c17c44a1fda915027
Ramakrishnan Kannan,2018,8,"Oak Ridge National Laboratory, Oak Ridge, TN#TAB#",5ac1826c17c44a1fda915027
Charles D. Stolper,2018,8,"Southwestern University, Georgetown, TX#TAB#",5ac1826c17c44a1fda915027
John T. Stasko,2018,8,"Georgia Institute of Technology, Atlanta, GA#TAB#",5ac1826c17c44a1fda915027
Haesun Park,2018,8,"Georgia Inst Technol, Sch Computat Sci & Engn, Atlanta, GA 30332 USA",5ac1826c17c44a1fda915027
Michael Krone,2018,2,University of Stuttgart,5ac1828717c44a1fda916b76
Sebastian Grottel,2018,2,TU Dresden,5ac1828717c44a1fda916b76
Guido Reina,2018,2,University of Stuttgart,5ac1828717c44a1fda916b76
Christoph Müller,2018,2,University of Stuttgart,5ac1828717c44a1fda916b76
Thomas Ertl,2018,2,University of Stuttgart,5ac1828717c44a1fda916b76
Di Weng,2018,44,"Zhejiang University, Hangzhou, Zhejiang, China",5aed146117c44a4438152a92
Heming Zhu,2018,44,"Zhejiang University, HangZhou, Zhejiang, China",5aed146117c44a4438152a92
Jie Bao,2018,44,"Microsoft Research, Beijing, China",5aed146117c44a4438152a92
Yu Zheng,2018,44,"Microsoft Research, Beijing, China",5aed146117c44a4438152a92
Yingcai Wu,2018,44,"Zhejiang University, Hangzhou, Zhejiang, China",5aed146117c44a4438152a92
Arjun Srinivasan,2018,30,"Georgia Institute of Technology, Atlanta, GA, USA",5aed146117c44a4438152abe
Matthew Brehmer,2018,30,"Microsoft Research, Redmond, WA, USA",5aed146117c44a4438152abe
Bongshin Lee,2018,30,"Microsoft Research, Redmond, WA, USA",5aed146117c44a4438152abe
Steven M. Drucker,2018,30,"Microsoft Research, Redmond, WA, USA",5aed146117c44a4438152abe
Yuhan Luo,2018,50,"University of Maryland, College Park, MD, USA",5aed146117c44a4438152bb7
Bongshin Lee,2018,50,"Microsoft Research, Redmond, WA, USA",5aed146117c44a4438152bb7
Donghee Yvette Wohn,2018,50,"New Jersey Institute of Technology, Newark, NJ, USA",5aed146117c44a4438152bb7
Amanda L. Rebar,2018,50,"Central Queensland University, Rockhampton, QLD , Australia",5aed146117c44a4438152bb7
David E. Conroy,2018,50,"Pennsylvania State University, University Park, PA, USA",5aed146117c44a4438152bb7
Eun Kyoung Choe,2018,50,"University of Maryland, College Park, MD, USA",5aed146117c44a4438152bb7
Yang Liu,2018,89,"University of Washington, Seattle, WA, USA",5aed146117c44a4438152c3b
Jeffrey Heer,2018,89,"University of Washington, Seattle, WA, USA",5aed146117c44a4438152c3b
Alexis Hiniker,2018,54,"University of Washington & Microsoft Research, Seattle, WA, USA",5aed146117c44a4438152c58
Bongshin Lee,2018,54,"Microsoft Research, Redmond, WA, USA",5aed146117c44a4438152c58
Julie A. Kientz,2018,54,"University of Washington, Seattle, WA, USA",5aed146117c44a4438152c58
Jenny S. Radesky,2018,54,"University of Michigan, Ann Arbor, MI, USA",5aed146117c44a4438152c58
Zhicheng Liu,2018,120,"Adobe Research, Seattle, WA, USA",5aed146117c44a4438152c95
John Thompson,2018,120,"Georgia Institute of Technology, Atlanta, GA, USA",5aed146117c44a4438152c95
Alan Wilson,2018,120,"Adobe Systems Inc., Lehi, UT, USA",5aed146117c44a4438152c95
Mira Dontcheva,2018,120,"Adobe Research, Seattle, WA, USA",5aed146117c44a4438152c95
James Delorey,2018,120,"Adobe Systems Inc., Lehi, UT, USA",5aed146117c44a4438152c95
Sam Grigg,2018,120,"Adobe Systems Inc., Lehi, UT, USA",5aed146117c44a4438152c95
Bernard Kerr,2018,120,"Adobe Systems Inc., San Francisco, CA, USA",5aed146117c44a4438152c95
John T. Stasko,2018,120,"Georgia Institute of Technology, Atlanta, GA, USA",5aed146117c44a4438152c95
Bongshin Lee,2018,26,"Microsoft Research, Redmond, WA, USA",5aed146117c44a4438152cdd
Matthew Brehmer,2018,26,"Microsoft Research, Redmond, WA, USA",5aed146117c44a4438152cdd
Petra Isenberg,2018,26,"Inria, Saclay, Palaiseau, France",5aed146117c44a4438152cdd
Eun Kyoung Choe,2018,26,"University of Maryland, College Park, College Park, MD, USA",5aed146117c44a4438152cdd
Ricardo Langner,2018,26,"Technische Universität Dresden, Dresden, Germany",5aed146117c44a4438152cdd
Raimund Dachselt,2018,26,"Technische Universität Dresden, Dresden, Germany",5aed146117c44a4438152cdd
Daniel Smolyak,2018,1,"University of Maryland, College Park, MD, USA",5aed146117c44a4438152d67
Bongshin Lee,2018,1,"Microsoft Research, Redmond, WA, USA",5aed146117c44a4438152d67
Eun Kyoung Choe,2018,1,"University of Maryland, College Park, MD, USA",5aed146117c44a4438152d67
Michael Correll,2018,65,"Tableau Research, Seattle, WA, USA",5aed146617c44a4438152de0
Dominik Moritz,2018,65,"University of Washington, Seattle, WA, USA",5aed146617c44a4438152de0
Jeffrey Heer,2018,65,"University of Washington, Seattle, WA, USA",5aed146617c44a4438152de0
Jane Hoffswell,2018,54,"University of Washington, Seattle, WA, USA",5aed146617c44a4438152de6
Arvind Satyanarayan,2018,54,"Stanford University, Palo Alto, CA, USA",5aed146617c44a4438152de6
Jeffrey Heer,2018,54,"University of Washington, Seattle, WA, USA",5aed146617c44a4438152de6
Hugo Romat,2018,26,"LRI, Univ. Paris-Sud, CNRS, INRIA, Université Paris-Saclay & TecKnowMetrix, Orsay, France",5aed146617c44a4438152e48
Caroline Appert,2018,26,"Univ. Paris-Sud, CNRS, Inria, Université Paris-Saclay, Orsay, France",5aed146617c44a4438152e48
Benjamin Bach,2018,26,"University of Edinburgh, Edinburgh, United Kingdom",5aed146617c44a4438152e48
Nathalie Henry Riche,2018,26,"Microsoft Research, Redmond, WA, USA",5aed146617c44a4438152e48
Emmanuel Pietriga,2018,26,"Univ. Paris-Sud, CNRS, Inria, Université Paris-Saclay, Orsay, France",5aed146617c44a4438152e48
Benjamin Bach,2018,92,"University of Edinburgh, Edinburgh, United Kingdom",5aed146617c44a4438152ebc
Zezhong Wang,2018,92,"University of Edinburgh, Edinburgh, United Kingdom",5aed146617c44a4438152ebc
Matteo Farinella,2018,92,"Columbia University, New York, USA",5aed146617c44a4438152ebc
Dave Murray-Rust,2018,92,"University of Edinburgh, Edinburgh, United Kingdom",5aed146617c44a4438152ebc
Nathalie Henry Riche,2018,92,"Microsoft Research, Redmond, USA",5aed146617c44a4438152ebc
Grzegorz Karol Karch,2018,10,"Visualization Research Center, University of Stuttgart, Stuttgart, Germany",5aed14e217c44a4438159de5
Fabian Beck,2018,10,"Institute for Computer Science and Business Information Systems, Universitat Duisburg-Essen, Duisburg, Germany",5aed14e217c44a4438159de5
Moritz Ertl,2018,10,"Institute of Aerospace Thermodynamics, University of Stuttgart, Stuttgart, Germany",5aed14e217c44a4438159de5
Christian Meister,2018,10,"Institute of Aerospace Thermodynamics, University of Stuttgart, Stuttgart, Germany",5aed14e217c44a4438159de5
Kathrin Schulte,2018,10,"Institute of Aerospace Thermodynamics, University of Stuttgart, Stuttgart, Germany",5aed14e217c44a4438159de5
Bernhard Weigand,2018,10,"Institute of Aerospace Thermodynamics, University of Stuttgart, Stuttgart, Germany",5aed14e217c44a4438159de5
Thomas Ertl,2018,10,"Institute for Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany",5aed14e217c44a4438159de5
Filip Sadlo,2018,10,"IWR, Heidelberg University, Heidelberg, Germany",5aed14e217c44a4438159de5
John Thompson,2018,8,"Georgia Inst Technol, Atlanta, GA 30332 USA",5b1642d68fbcbf6e5a9b89d4
Arjun Srinivasan,2018,8,"Georgia Inst Technol, Atlanta, GA 30332 USA",5b1642d68fbcbf6e5a9b89d4
John T. Stasko,2018,8,"Georgia Inst Technol, Atlanta, GA 30332 USA",5b1642d68fbcbf6e5a9b89d4
Bongshin Lee,2018,15,"Microsoft Res, Redmond, WA 98052 USA",5b1642d68fbcbf6e5a9b89e0
Arjun Srinivasan,2018,15,"Georgia Inst Technol, Atlanta, GA 30332 USA",5b1642d68fbcbf6e5a9b89e0
John T. Stasko,2018,15,"Georgia Inst Technol, Atlanta, GA 30332 USA",5b1642d68fbcbf6e5a9b89e0
Melanie Tory,2018,15,"Tableau Software, Palo Alto, CA USA",5b1642d68fbcbf6e5a9b89e0
Vidya Setlur,2018,15,"Tableau Software, Palo Alto, CA USA",5b1642d68fbcbf6e5a9b89e0
Hansi Senaratne,2018,54,"University of Konstanz, Konstanz, Germany",5b16430b8fbcbf6e5a9b98b0
Manuel Müller,2018,54,"University of Konstanz, Konstanz, Germany",5b16430b8fbcbf6e5a9b98b0
Michael Behrisch,2018,54,"University of Konstanz, Konstanz, Germany",5b16430b8fbcbf6e5a9b98b0
Felipe Lalanne,2018,54,"Inria, Santiago, Chile",5b16430b8fbcbf6e5a9b98b0
Javier Bustos-Jiménez,2018,54,"Universidad de Chile, Santiago, Chile",5b16430b8fbcbf6e5a9b98b0
Jörn Schneidewind,2018,54,"Telefonica Germany, Munich, Germany",5b16430b8fbcbf6e5a9b98b0
Daniel A. Keim,2018,54,"University of Konstanz, Konstanz, Germany",5b16430b8fbcbf6e5a9b98b0
Tobias Schreck,2018,54,"University of Graz, Graz, Austria",5b16430b8fbcbf6e5a9b98b0
Robert Krüger,2018,17,"Institute for Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany",5b1643ba8fbcbf6e5a9bcccf
Georgi Simeonov,2018,17,"Institute for Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany",5b1643ba8fbcbf6e5a9bcccf
Fabian Beck,2018,17,"Paluno, University of Duisburg-Essen, Duisburg, Germany",5b1643ba8fbcbf6e5a9bcccf
Thomas Ertl,2018,17,"Institute for Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany",5b1643ba8fbcbf6e5a9bcccf
Norman Meuschke,2018,33,"University of Konstanz, Konstanz, Germany",5b3d985e17c44a510f7f9ab6
Christopher Gondek,2018,33,"University of Konstanz, Konstanz, Germany",5b3d985e17c44a510f7f9ab6
Daniel Seebacher,2018,33,"University of Konstanz, Konstanz, Germany",5b3d985e17c44a510f7f9ab6
Corinna Breitinger,2018,33,"University of Konstanz, Konstanz, Germany",5b3d985e17c44a510f7f9ab6
Daniel A. Keim,2018,33,"University of Konstanz, Konstanz, Germany",5b3d985e17c44a510f7f9ab6
Bela Gipp,2018,33,"University of Konstanz, Konstanz, Germany",5b3d985e17c44a510f7f9ab6
Christoph Schulz,2018,13,"Visualization Research Center (VISUS), University of Stuttgart, Germany",5b3d986f17c44a510f7faa95
Karsten Schatz,2018,13,"Visualization Research Center (VISUS), University of Stuttgart, Germany",5b3d986f17c44a510f7faa95
Michael Krone,2018,13,"Visualization Research Center (VISUS), University of Stuttgart, Germany",5b3d986f17c44a510f7faa95
Matthias Braun,2018,13,"Visualization Research Center (VISUS), University of Stuttgart, Germany",5b3d986f17c44a510f7faa95
Thomas Ertl,2018,13,"Visualization Research Center (VISUS), University of Stuttgart, Germany",5b3d986f17c44a510f7faa95
Daniel Weiskopf,2018,13,"Visualization Research Center (VISUS), University of Stuttgart, Germany",5b3d986f17c44a510f7faa95
Tina Bögel,2014,4,,5b3d988217c44a510f7fc1eb
Valentin Gold,2014,4,,5b3d988217c44a510f7fc1eb
Annette Hautli-Janisz,2014,4,,5b3d988217c44a510f7fc1eb
Christian Rohrdantz,2014,4,,5b3d988217c44a510f7fc1eb
Sebastian Sulger,2014,4,,5b3d988217c44a510f7fc1eb
Miriam Butt,2014,4,,5b3d988217c44a510f7fc1eb
Katharina Holzinger,2014,4,,5b3d988217c44a510f7fc1eb
Daniel A. Keim,2014,4,,5b3d988217c44a510f7fc1eb
Markus John,2017,2,,5b3d988217c44a510f7fc22d
Christian Richter,2017,2,,5b3d988217c44a510f7fc22d
Steffen Koch,2017,2,,5b3d988217c44a510f7fc22d
Andreas Kuczera,2017,2,,5b3d988217c44a510f7fc22d
Thomas Ertl,2017,2,,5b3d988217c44a510f7fc22d
Benjamin Bach,2018,2,,5b3d989917c44a510f7fe46f
Joseph M. Hellerstein,2018,30,,5b3d989917c44a510f7fe7f3
Jeffrey Heer,2018,30,,5b3d989917c44a510f7fe7f3
Sean Kandel,2018,30,,5b3d989917c44a510f7fe7f3
Eun Kyoung Choe,2018,9,"University of Maryland, College Park",5b3d98bd17c44a510f800712
Bongshin Lee,2018,9,Microsoft Research,5b3d98bd17c44a510f800712
Tariq O. Andersen,2018,9,University of Copenhagen,5b3d98bd17c44a510f800712
Lauren Wilcox,2018,9,Georgia Institute of Technology,5b3d98bd17c44a510f800712
Geraldine Fitzpatrick,2018,9,TU Wien,5b3d98bd17c44a510f800712
Sudheendra Hangal,2012,14,,5b67b46f17c44aac1c862a4f
Peter Chan,2012,14,,5b67b46f17c44aac1c862a4f
Monica S. Lam,2012,14,,5b67b46f17c44aac1c862a4f
Jeffrey Heer,2012,14,,5b67b46f17c44aac1c862a4f
Katrin Scharnowski,2017,2,University of Stuttgart,5b67b48817c44aac1c86427f
Steffen Frey,2017,2,University of Stuttgart,5b67b48817c44aac1c86427f
Bruno Raffin,2017,2,French Institute for Research in Computer Science and Automation,5b67b48817c44aac1c86427f
Thomas Ertl,2017,2,University of Stuttgart,5b67b48817c44aac1c86427f
Steffen Frey,2017,5,University of Stuttgart,5b67b48817c44aac1c8642a0
Thomas Ertl,2017,5,University of Stuttgart,5b67b48817c44aac1c8642a0
Mennatallah El-Assady,2018,22,"Univ Konstanz, Constance, Germany",5b67b49517c44aac1c864cb1
Rita Sevastjanova,2018,22,"Univ Konstanz, Constance, Germany",5b67b49517c44aac1c864cb1
Daniel A. Keim,2018,22,"Univ Konstanz, Constance, Germany",5b67b49517c44aac1c864cb1
Christopher Collins,2018,22,"Univ Ontario Inst Technol, Oshawa, ON, Canada",5b67b49517c44aac1c864cb1
Charles Perin,2018,114,"City Univ London, Dept Comp Sci, London, England",5b67b49517c44aac1c864cb3
Romain Vuillemot,2018,114,"Univ Lyon, Ecole Cent Lyon, Lyon, France",5b67b49517c44aac1c864cb3
Charles D. Stolper,2018,114,"Southwestern Univ, Dept Math & Comp Sci, Georgetown, TX USA",5b67b49517c44aac1c864cb3
John T. Stasko,2018,114,"Georgia Inst Technol, Sch Interact Comp, Atlanta, GA 30332 USA",5b67b49517c44aac1c864cb3
J. Wood,2018,114,"City Univ London, Dept Comp Sci, London, England",5b67b49517c44aac1c864cb3
Sheelagh Carpendale,2018,114,"Univ Calgary, Dept Comp Sci, Calgary, AB, Canada",5b67b49517c44aac1c864cb3
Younghoon Kim,2018,84,"Univ Washington, Seattle, WA 98195 USA",5b67b49517c44aac1c864cb6
Jeffrey Heer,2018,84,"Univ Washington, Seattle, WA 98195 USA",5b67b49517c44aac1c864cb6
Jane Hoffswell,2018,15,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA",5b67b49517c44aac1c864cc0
Alan Borning,2018,15,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA",5b67b49517c44aac1c864cc0
Jeffrey Heer,2018,15,"Univ Washington, Paul G Allen Sch Comp Sci & Engn, Seattle, WA 98195 USA",5b67b49517c44aac1c864cc0
Rita Borgo,2018,57,"Kingss Coll London, Dept Informat, London, England",5b67b49517c44aac1c864cc7
Luana Micallef,2018,57,"Aalto Univ, Dept Comp Sci, Espoo, Finland",5b67b49517c44aac1c864cc7
Benjamin Bach,2018,57,"Univ Edinburgh, Sch Informat, Edinburgh, Midlothian, Scotland",5b67b49517c44aac1c864cc7
Fintan McGee,2018,57,"LIST, Environm Informat Unit, Luxembourg, Luxembourg",5b67b49517c44aac1c864cc7
Bongshin Lee,2018,57,"Microsoft Res, Redmond, WA USA",5b67b49517c44aac1c864cc7
Natalia V. Andrienko,2018,93,"Fraunhofer Inst IAIS, St Augustin, Germany",5b67b49517c44aac1c864cd1
Tim Lammarsch,2018,93,Independent Researcher; Austria,5b67b49517c44aac1c864cd1
Gennady L. Andrienko,2018,93,"Fraunhofer Inst IAIS, St Augustin, Germany",5b67b49517c44aac1c864cd1
Georg Fuchs,2018,93,"Fraunhofer Inst IAIS, St Augustin, Germany",5b67b49517c44aac1c864cd1
Daniel A. Keim,2018,93,"Univ Konstanz, Constance, Germany",5b67b49517c44aac1c864cd1
Silvia Miksch,2018,93,"Vienna Univ Technol, Vienna, Austria",5b67b49517c44aac1c864cd1
Alexander Rind,2018,93,"St Poelten Univ Appl Sci, Sankt Polten, Austria",5b67b49517c44aac1c864cd1
Michael Behrisch,2018,111,"Harvard Univ, Cambridge, MA 02138 USA",5b67b49517c44aac1c864cf3
Michael Blumenschein,2018,111,"Univ Konstanz, Constance, Germany",5b67b49517c44aac1c864cf3
Nam Wook Kim,2018,111,"Harvard Univ, Cambridge, MA 02138 USA",5b67b49517c44aac1c864cf3
Lin Shao,2018,111,"Graz Univ Technol, Graz, Austria",5b67b49517c44aac1c864cf3
Mennatallah El-Assady,2018,111,"Univ Konstanz, Constance, Germany",5b67b49517c44aac1c864cf3
Johannes Fuchs,2018,111,"Univ Konstanz, Constance, Germany",5b67b49517c44aac1c864cf3
Daniel Seebacher,2018,111,"Univ Konstanz, Constance, Germany",5b67b49517c44aac1c864cf3
Alexandra Diehl,2018,111,"Univ Konstanz, Constance, Germany",5b67b49517c44aac1c864cf3
Ulrik Brandes,2018,111,"Swiss Fed Inst Technol, Zurich, Switzerland",5b67b49517c44aac1c864cf3
Hanspeter Pfister,2018,111,"Harvard Univ, Cambridge, MA 02138 USA",5b67b49517c44aac1c864cf3
Tobias Schreck,2018,111,"Graz Univ Technol, Graz, Austria",5b67b49517c44aac1c864cf3
Daniel Weiskopf,2018,111,"Univ Stuttgart, Stuttgart, Germany",5b67b49517c44aac1c864cf3
Daniel A. Keim,2018,111,"Univ Konstanz, Constance, Germany",5b67b49517c44aac1c864cf3
Ramik Sadana,2018,8,,5b67b4b117c44aac1c866937
Meeshu Agnihotri,2018,8,,5b67b4b117c44aac1c866937
John T. Stasko,2018,8,,5b67b4b117c44aac1c866937
Bahador Saket,2018,33,,5b67b4b117c44aac1c866c82
Dominik Moritz,2018,33,,5b67b4b117c44aac1c866c82
Halden Lin,2018,33,,5b67b4b117c44aac1c866c82
Victor Dibia,2018,33,,5b67b4b117c44aac1c866c82
Çagatay Demiralp,2018,33,,5b67b4b117c44aac1c866c82
Jeffrey Heer,2018,33,,5b67b4b117c44aac1c866c82
