name,year,citationcount,affiliation
Di Weng,2022,13,"Zhejiang Univ, State Key Lab CAD & CG, Hangzhou & Zhejiang Lab, Hangzhou, Peoples R China"
Xiao Xie,2022,13,"Zhejiang Univ, Dept Sport Sci, Hangzhou, Peoples R China"
Jie Bao,2022,13,"JD Tech, JD Intelligent Cities Res, Beijing, Peoples R China"
Yu Zheng,2022,13,"JD Tech, JD Intelligent Cities Res, Beijing, Peoples R China"
Mingliang Xu,2022,13,"Zhengzhou Univ, Sch Informat Engn, Zhengzhou, Peoples R China"
Wei Chen,2022,13,"Zhejiang Univ, State Key Lab CAD & CG, Hangzhou & Zhejiang Lab, Hangzhou, Peoples R China"
Yingcai Wu,2022,13,"Zhejiang Univ, State Key Lab CAD & CG, Hangzhou & Zhejiang Lab, Hangzhou, Peoples R China"
Lu Ying,2022,10,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China"
Tan Tang,2022,10,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China"
Yuzhe Luo,2022,10,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China"
Lvkeshen Shen,2022,10,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China"
Xiao Xie,2022,10,"Zhejiang University, Hangrhou, China"
Lingyun Yu,2022,10,"Xi'an Jiaotong-Liverpool University, Suzhou, China"
Yingcai Wu,2022,10,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China"
Junxiu Tang,2022,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
Yuhua Zhou,2022,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
Tan Tang,2022,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
Di Weng,2022,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
Boyang Xie,2022,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
Lingyun Yu,2022,9,"Xi’ an Jiaotong-Liverpool University, Suzhou, China"
Huaqiang Zhang,2022,9,"Alibaba Group, Hangzhou, China"
Yingcai Wu,2022,9,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
Xiangtong Chu,2022,21,"State Key Lab of CAD&CG, Zhejiang University, China"
Xiao Xie,2022,21,"Zhejiang University, China"
Shuainan Ye,2022,21,"State Key Lab of CAD&CG, Zhejiang University, China"
Haolin Lu,2022,21,"State Key Lab of CAD&CG, Zhejiang University, China"
Hongguang Xiao,2022,21,"State Key Lab of CAD&CG, Zhejiang University, China"
Zeqing Yuan,2022,21,"State Key Lab of CAD&CG, Zhejiang University, China"
Zhutian Chen,2022,21,"University of California San Diego, United States"
Hui Zhang,2022,21,"Zhejiang University, China"
Yingcai Wu,2022,21,"State Key Lab of CAD&CG, Zhejiang University, China"
Moritz Knabben,2021,0,
Martin Baumann,2021,0,
Tanja Blascheck,2021,0,
Thomas Ertl,2021,0,
Steffen Koch,2021,0,
Matthew Conlen,2021,8,"University of Washington, United States"
Megan Vo,2021,8,"Idyll Collective, United States"
Alan Tan,2021,8,"Idyll Collective, United States"
Jeffrey Heer,2021,8,"Paul G. Allen School of Computer Science & Engineering University of Washington, United States"
Nicolai Marquardt,2021,2,"Microsoft Research, United States and University College London, United Kingdom"
Nathalie Henry Riche,2021,2,"Microsoft Research, United States"
Christian Holz,2021,2,"Department of Computer Science, ETH Zürich, Switzerland"
Hugo Romat,2021,2,"Department of Computer Science, ETH Zürich, Switzerland"
Michel Pahud,2021,2,"Microsoft Research, United States"
Frederik Brudy,2021,2,"Autodesk Research, Canada"
David Ledo,2021,2,"Autodesk Research, Canada"
Chunjong Park,2021,2,"Paul G. Allen School of Computer Science & Engineering University of Washington, United States"
Molly Jane Nicholas,2021,2,"UC Berkeley, United States"
Teddy Seyed,2021,2,"Microsoft Research, United States"
Eyal Ofek,2021,2,"Microsoft Research, United States"
Bongshin Lee,2021,2,"Microsoft Research, United States"
William A. S. Buxton,2021,2,"Microsoft Research, United States"
Ken Hinckley,2021,2,"Microsoft Research, United States"
Karsten Schatz,2021,1,"Univ Stuttgart, Visualizat Res Ctr VISUS, Stuttgart, Germany"
Juan José Franco-Moreno,2021,1,"UPC Barcelona, ViRVIG Grp, Barcelona, Spain"
Marco Schäfer,2021,1,"Univ Tubingen, Big Data Visual Analyt Life Sci BDVA, Tubingen, Germany"
Alexander S. Rose,2021,1,"Univ Calif, RCSB Prot Data Bank, San Diego Supercomp Ctr, La Jolla, CA USA"
Valerio Ferrario,2021,1,"Univ Stuttgart, Inst Biochem & Tech Biochem, Stuttgart, Germany"
Jürgen Pleiss,2021,1,"Univ Stuttgart, Inst Biochem & Tech Biochem, Stuttgart, Germany"
Pere-Pau Vázquez,2021,1,"UPC Barcelona, ViRVIG Grp, Barcelona, Spain"
Thomas Ertl,2021,1,"Univ Stuttgart, Visualizat Res Ctr VISUS, Stuttgart, Germany"
Michael Krone,2021,1,"Univ Tubingen, Big Data Visual Analyt Life Sci BDVA, Tubingen, Germany"
Dana Khartabil,2021,0,"IGFT Financial Ltd, London, England"
Christopher Collins,2021,0,"Ontario Tech Univ, Oshawa, ON, Canada"
S. Wells,2021,0,"Napier Univ, Inst Informat & Digital Innovat, Scotland"
Benjamin Bach,2021,0,"Univ Edinburgh, Edinburgh, Scotland"
Jessie Kennedy,2021,0,"Napier Univ, Inst Informat & Digital Innovat, Scotland"
Karsten Schatz,2021,1,"Univ Stuttgart, Visualizat Res Ctr, Stuttgart, Germany"
Florian Frieß,2021,1,"Univ Stuttgart, Visualizat Res Ctr, Stuttgart, Germany"
Marco Schäfer,2021,1,"Univ Tubingen, Big Data Visual Analyt Life Sci, Tubingen, Germany"
Patrick C. F. Buchholz,2021,1,"Univ Stuttgart, Inst Biochem & Tech Biochem, Stuttgart, Germany"
Thomas Ertl,2021,1,"Univ Stuttgart, Visualizat Res Ctr, Stuttgart, Germany"
Michael Krone,2021,1,"Univ Tubingen, Big Data Visual Analyt Life Sci, Tubingen, Germany"
Manuel Plank,2021,0,"University of Konstanz, Germany"
Daniel S. Calovi,2021,0,"University of Konstanz, Germany"
Alex Jordan,2021,0,"University of Konstanz, Germany"
Devanjan Bhattacharya,2021,0,"School of Law University of Edinburgh, Edinburgh, United Kingdom"
Sanja Badanjak,2021,0,"School of Law University of Edinburgh, Edinburgh, United Kingdom"
Christine Bell,2021,0,"School of Law University of Edinburgh, Edinburgh, United Kingdom"
Fiona Knäussel,2021,0,"School of Law University of Edinburgh, Edinburgh, United Kingdom"
Laura Wise,2021,0,"School of Law University of Edinburgh, Edinburgh, United Kingdom"
John Allison,2021,0,"Information Services University of Edinburgh, Edinburgh, United Kingdom"
Benjamin Bach,2021,0,"Information Services University of Edinburgh, Edinburgh, United Kingdom"
Jeffrey Heer,2021,4,University of Washiington
Younghoon Kim,2021,7,University of Washington
Jeffrey Heer,2021,7,University of Washington
Hamid Gadirov,2021,0,"Univ Groningen, Bernoulli Inst, Nijenborgh 9, NL-9712 AG Groningen, Netherlands"
Gleb Tkachev,2021,0,"Univ Stuttgart, Visualizat Res Ctr, Allmandring 19, D-70569 Stuttgart, Germany"
Thomas Ertl,2021,0,"Univ Stuttgart, Visualizat Res Ctr, Allmandring 19, D-70569 Stuttgart, Germany"
Steffen Frey,2021,0,"Univ Groningen, Bernoulli Inst, Nijenborgh 9, NL-9712 AG Groningen, Netherlands"
Benjamin Bach,2021,0,"University of Edinburgh, Edinburgh, U.K."
Samuel Huron,2021,0,"Télécom Paris, Paris, France"
Uta Hinrichs,2021,0,"University of Edinburgh, Edinburgh, U.K."
Jonathan C. Roberts,2021,0,"Bangor University, Bangor, U.K."
Sheelagh Carpendale,2021,0,"Simon Fraser University, Burnaby, Canada"
Emma Beauxis-Aussalet,2021,8,"Vrije Universiteit Amsterdam, Amsterdam, The Netherlands"
Michael Behrisch,2021,8,"Utrecht University, Utrecht, The Netherlands"
Rita Borgo,2021,8,"King's College London, London, United Kingdom"
Duen Horng Chau,2021,8,"Georgia Tech, Atlanta, GA, USA"
Christopher Collins,2021,8,"Ontario Tech University, Ontario, Canada"
David Ebert,2021,8,"University of Oklahoma, Norman, OK, USA"
Mennatallah El-Assady,2021,8,"University of Konstanz, Konstanz, Germany"
Alex Endert,2021,8,"Georgia Tech, Atlanta, GA, USA"
Daniel A. Keim,2021,8,"University of Konstanz, Konstanz, Germany"
Jörn Kohlhammer,2021,8,"Fraunhofer IGD, Darmstadt, Germany"
Daniela Oelke,2021,8,"Offenburg University, Offenburg, Germany"
Jaakko Peltonen,2021,8,"Tampere University, Tampere, Finland"
Maria Riveiro,2021,8,"Jönköping University, Jönköping, Sweden"
Tobias Schreck,2021,8,"Graz University of Technology, Graz, Austria"
Hendrik Strobelt,2021,8,"IBM Research, Cambridge, MA, USA"
Jarke J. van Wijk,2021,8,"Eindhoven University of Technology, Eindhoven, The Netherlands"
Florian Frierß,2021,0,University of Stuttgart
Michael Becher,2021,0,University of Stuttgart
Guido Reina,2021,0,University of Stuttgart
Thomas Ertl,2021,0,University of Stuttgart
Tanja Blascheck,2013,0,
Michael Raschke,2013,0,
Thomas Ertl,2013,0,
Eunice Jun,2022,3,"Paul G. Allen School of Computer Science & Engineering, University of Washington, United States"
Audrey Seo,2022,3,"Paul G. Allen School of Computer Science & Engineering, University of Washington, United States"
Jeffrey Heer,2022,3,"Paul G. Allen School of Computer Science & Engineering, University of Washington, United States"
René Just,2022,3,"Paul G. Allen School of Computer Science & Engineering, University of Washington, United States"
Jiachen Wang,2022,0,"Zhejiang Univ, State Key Lab CAD&CG, Hangzhou, Zhejiang, Peoples R China"
Xiwen Cai,2022,0,"Zhejiang Univ, State Key Lab CAD&CG, Hangzhou, Zhejiang, Peoples R China"
Jiajie Su,2022,0,"Zhejiang Univ, State Key Lab CAD&CG, Hangzhou, Zhejiang, Peoples R China"
Yu Liao,2022,0,"Zhejiang Univ, State Key Lab CAD&CG, Hangzhou, Zhejiang, Peoples R China"
Yingcai Wu,2022,0,"Zhejiang Univ, State Key Lab CAD&CG, Hangzhou, Zhejiang, Peoples R China"
Ji Lan,2022,0,"Zhejiang Univ, State Key Lab CAD&CG, Hangzhou, Peoples R China"
Jiachen Wang,2022,0,"Zhejiang Univ, State Key Lab CAD&CG, Hangzhou, Peoples R China"
Xinhuan Shu,2022,0,"Hong Kong Univ Sci & Technol, Dept Comp Sci & Engn, Clear Water Bay, Hong Kong, Peoples R China"
Zheng Zhou,2022,0,"Zhejiang Univ, Dept Phys Educ, Coll Educ, Hangzhou, Peoples R China"
Hui Zhang,2022,0,"Zhejiang Univ, Dept Phys Educ, Coll Educ, Hangzhou, Peoples R China"
Yingcai Wu,2022,0,"Zhejiang Univ, State Key Lab CAD&CG, Hangzhou, Peoples R China"
Juri F. Buchmüller,2021,2,"Univ Konstanz, Univ Str 10,POB 78, D-78457 Constance, Germany"
Udo Schlegel,2021,2,"Univ Konstanz, Univ Str 10,POB 78, D-78457 Constance, Germany"
Eren Cakmak,2021,2,"Univ Konstanz, Univ Str 10,POB 78, D-78457 Constance, Germany"
Daniel A. Keim,2021,2,"Univ Konstanz, Univ Str 10,POB 78, D-78457 Constance, Germany"
Evanthia Dimara,2021,2,"Univ Konstanz, Univ Str 10,POB 78, D-78457 Constance, Germany"
Kun-Ting Chen,2022,0,"Faculty of Information Technology, Monash University, Australia and Faculty of Information Technology, Monash University, Australia"
Tim Dwyer,2022,0,"Data Visualisation and Immersive Analytics, Monash University, Australia and Monash University, Australia"
Yalong Yang,2022,0,"Department of Computer Science, Virginia Tech, United States and Department of Computer Science, Virginia Tech, United States"
Benjamin Bach,2022,0,"School of Informatics, University of Edinburgh, United Kingdom and School of Informatics, University of Edinburgh, United Kingdom"
Kim Marriott,2022,0,"Human-Centred Computing, Faculty of IT, Monash University, Australia and Human-Centred Computing, Faculty of IT, Monash University, Australia"
Michael Becher,2022,0,"University of Stuttgart, Stuttgart, Germany"
Dominik Herr,2022,0,"University of Stuttgart, Stuttgart, Germany"
Christoph Muller,2022,0,"University of Stuttgart, Stuttgart, Germany"
Kuno Kurzhals,2022,0,"University of Stuttgart, Stuttgart, Germany"
Guido Reina,2022,0,"University of Stuttgart, Stuttgart, Germany"
Lena Wagner,2022,0,"Robert Bosch GmbH, Bühl, Germany"
Thomas Ertl,2022,0,"University of Stuttgart, Stuttgart, Germany"
Daniel Weiskopf,2022,0,"University of Stuttgart, Stuttgart, Germany"
Maximilian T. Fischer,2022,0,
Simon David Hirsbrunner,2022,0,
Wolfgang Jentner,2022,0,
Matthias Miller,2022,0,
Daniel A. Keim,2022,0,
Paula Helm,2022,0,
Matthias Miller,2022,1,"Univ Konstanz, Constance, Germany"
Julius Rauscher,2022,1,"Univ Konstanz, Constance, Germany"
Daniel A. Keim,2022,1,"Univ Konstanz, Constance, Germany"
Mennatallah El-Assady,2022,1,"ETH AI Ctr, Zurich, Switzerland"
Young-Ho Kim,2022,2,"College of Information Studies, University of Maryland, United States"
Diana Chou,2022,2,"Department of Computer Science, University of Maryland, United States"
Bongshin Lee,2022,2,"Microsoft Research, United States"
Margaret Danilovich,2022,2,"CJE SeniorLife, United States"
Amanda Lazar,2022,2,"College of Information Studies, University of Maryland, United States"
David E. Conroy,2022,2,"Kinesiology, The Pennsylvania State University, United States"
Hernisa Kacorri,2022,2,"College of Information Studies, University of Maryland, United States"
Eun Kyoung Choe,2022,2,"College of Information Studies, University of Maryland, United States"
Gleb Tkachev,2022,0,"VISUS, University of Stuttgart, Germany"
Rene Cutura,2022,0,"VISUS, University of Stuttgart, Germany"
Michael Sedlmair,2022,0,"VISUS, University of Stuttgart, Germany"
Steffen Frey,2022,0,"University of Groningen, Netherlands"
Thomas Ertl,2022,0,"VIS/VISUS, University of Stuttgart, Germany"
Ye Yuan,2022,0,"Microsoft Research, United States and Department of Computer Science and Engineering, University of Minnesota, United States"
Nathalie Riche,2022,0,"Microsoft Research, United States"
Nicolai Marquardt,2022,0,"Microsoft Research, United States and UCL Interaction Centre, University College London, United Kingdom"
Molly Jane Nicholas,2022,0,"Microsoft Research, United States and UC Berkeley, United States"
Teddy Seyed,2022,0,"Microsoft Research, United States"
Hugo Romat,2022,0,"Microsoft, United States"
Bongshin Lee,2022,0,"Microsoft Research, United States"
Michel Pahud,2022,0,"Microsoft Research, United States"
Jonathan Goldstein,2022,0,"Microsoft Research, United States"
Rojin Vishkaie,2022,0,"Arizona State University, United States"
Christian Holz,2022,0,"Department of Computer Science, ETH Zürich, Switzerland"
Ken Hinckley,2022,0,"Microsoft Research, United States"
Ryan David Bowler,2022,1,"Design informatics, The University of Edinburgh, United Kingdom and Design informatics, The University of Edinburgh, United Kingdom"
Benjamin Bach,2022,1,"School of Informatics, University of Edinburgh, United Kingdom and School of Informatics, University of Edinburgh, United Kingdom"
Larissa Pschetz,2022,1,"Design Informatics, University of Edinburgh, United Kingdom and Design Informatics, University of Edinburgh, United Kingdom"
Manaswi Saha,2022,2,"Paul G. Allen School of Computer Science & Engineering, University of Washington, United States"
Siddhant Patil,2022,2,"Human Centered Design & Engineering, University of Washington, United States"
Emily Cho,2022,2,"Human Centered Design & Engineering, University of Washington, United States"
Evie Yu-Yen Cheng,2022,2,"Human Centered Design & Engineering, University of Washington, United States"
Chris Horng,2022,2,"Human Centered Design & Engineering, University of Washington, United States"
Devanshi Chauhan,2022,2,"Human Centered Design & Engineering, University of Washington, United States"
Rachel Kangas,2022,2,"Human Centered Design & Engineering, University of Washington, United States"
Richard McGovern,2022,2,"Information School, University of Washington, United States"
Anthony Li,2022,2,"Department of Computer Science, University of Maryland, United States"
Jeffrey Heer,2022,2,"Paul G. Allen School of Computer Science & Engineering, University of Washington, United States"
Jon E. Froehlich,2022,2,"Paul G. Allen School of Computer Science & Engineering, University of Washington, United States"
Matthias Miller,2022,2,"Univ Konstanz, D-78457 Constance, Germany"
Daniel Fuerst,2022,2,"Univ Konstanz, D-78457 Constance, Germany"
Hanna Hauptmann,2022,2,"Univ Konstanz, D-78457 Constance, Germany"
Daniel A. Keim,2022,2,"Univ Konstanz, D-78457 Constance, Germany"
Mennatallah El-Assady,2022,2,"Univ Konstanz, D-78457 Constance, Germany"
Martin Baumann,2022,0,"Institute for Visualization and Interactive Systems, University of Stuttgart, Germany"
Jena Satkunarajan,2022,0,"Institute for Visualization and Interactive Systems, University of Stuttgart, Germany"
Steffen Koch,2022,0,"Institute for Visualization and Interactive Systems, University of Stuttgart, Germany"
Thomas Ertl,2022,0,"Institute for Visualization and Interactive Systems, University of Stuttgart, Germany"
Florian Heimerl,2016,40,"SAP Innovation Center, Singapore"
Markus John,2016,40,"SAP Innovation Center, Singapore"
Qi Han,2016,40,
Steffen Koch,2016,40,
Thomas Ertl,2016,40,
Tanja Blascheck,2016,22,"University of Stuttgart, Germany"
Fabian Beck,2016,22,"University of Stuttgart, Germany"
Sebastian Baltes,2016,22,"University of Trier, Germany"
Thomas Ertl,2016,22,"University of Stuttgart, Germany"
Daniel Weiskopf,2016,22,"University of Stuttgart, Germany"
Michael Blumenschein,2018,19,"University of Konstanz, Germany"
Michael Behrisch,2018,19,"Harvard University, USA"
Stefanie Schmid,2018,19,"University of Konstanz, Germany"
Simon Butscher,2018,19,"University of Konstanz, Germany"
Deborah R. Wahl,2018,19,"University of Konstanz, Germany"
Karoline Villinger,2018,19,"University of Konstanz, Germany"
Britta Renner,2018,19,"University of Konstanz, Germany"
Harald Reiterer,2018,19,"University of Konstanz, Germany"
Daniel A. Keim,2018,19,"University of Konstanz, Germany"
Eren Cakmak,2018,2,"Data Analysis and Visualization Group, University of Konstanz"
Daniel Seebacher,2018,2,"Data Analysis and Visualization Group, University of Konstanz"
Juri Buchmüller,2018,2,"Data Analysis and Visualization Group, University of Konstanz"
Daniel A. Keim,2018,2,"Data Analysis and Visualization Group, University of Konstanz"
Eren Cakmak,2018,0,"Data Analysis and Visualization Group, University of Konstanz"
Udo Schlegel,2018,0,"Data Analysis and Visualization Group, University of Konstanz"
Matthias Miller,2018,0,"Data Analysis and Visualization Group, University of Konstanz"
Juri Buchmüller,2018,0,"Data Analysis and Visualization Group, University of Konstanz"
Wolfgang Jentner,2018,0,"Data Analysis and Visualization Group, University of Konstanz"
Daniel A. Keim,2018,0,"Data Analysis and Visualization Group, University of Konstanz"
Michael Brooks,2015,89,University of Washington
Saleema Amershi,2015,89,Microsoft Research
Bongshin Lee,2015,89,Microsoft Research
Steven M. Drucker,2015,89,Microsoft Research
Ashish Kapoor,2015,89,Microsoft Research
Patrice Simard,2015,89,Microsoft Research
Michael Steptoe,2015,2,"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China"
Robert Krueger,2015,2,"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China"
Yifan Zhang,2015,2,"School of Electronic Science and Engineering, University of Posts and Telecommunications, Nanjing, China"
Xing Liang,2015,2,"Science and Technology on Near-Surface Detection Laboratory, Wuxi, China"
Rolando Garcia,2015,2,"Science and Technology on Near-Surface Detection Laboratory, Wuxi, China"
Sagarika Kadambi,2015,2,
Wei Luo,2015,2,
Ross Maciejewski,2015,2,
Juri Buchmüller,2015,2,"Data Analysis and Visualization Group, University of Konstanz, Germany"
Fabian Fischer,2015,2,"Data Analysis and Visualization Group, University of Konstanz, Germany"
Dirk Streeb,2015,2,"Data Analysis and Visualization Group, University of Konstanz, Germany"
Daniel A. Keim,2015,2,"Data Analysis and Visualization Group, University of Konstanz, Germany"
Eren Cakmak,2015,2,"Data Analysis and Visualization Group, University of Konstanz, Germany"
